id	lang	text
11979274	ind	Taksi, ikuti mobil itu.
11979277	ind	Saya pesan es krim dan Coca-Cola.
11979278	ind	Aku jatuh cinta dengan perempuan itu.
11979279	ind	Ayo kita makan malam!
11979498	ind	Ini istri saya, Anda.
11980363	ind	Dia menelepon saya berkali-kali.
11980367	ind	Kami tidak seperti Tom dan Mary.
11980372	ind	Saya orang Jepang, jawab anak laki-laki itu.
11980465	ind	Itu trafo.
11980477	ind	Itu es.
11980478	ind	Itu bukan mainan.
11980500	ind	Kulkasnya rusak.
11980501	ind	Kulkasnya meledak.
11980504	ind	Dia menyalakan komputernya.
11980559	ind	Ini novel yang dia tulis.
11980884	ind	Selesaikan ini.
11980885	ind	Dia hanya teman.
11981918	ind	Semua orang bisa menggunakannya.
11981920	ind	Masyaallah!
11981921	ind	Aku tidur di sofa.
11981922	ind	Aku hanya ingin melihatmu tersenyum.
11982708	ind	Saya selalu ingin melihat Uranus.
11983250	ind	Sami biseksual.
11983251	ind	Mereka berbeda.
11983258	ind	Ada sesuatu yang berubah.
11983311	ind	Taninna menelepon.
11983378	ind	Karena nila setitik, rusak susu sebelanga.
11984102	ind	Mengapa tidak ada yang mau berteman denganku?
11984103	ind	Aku lebih suka cuaca dingin daripada cuaca panas.
11984378	ind	Tom berenang di sini.
11985144	ind	Itu transformator.
11985926	ind	Kau tidak akan pernah melihatku lagi.
11985928	ind	Saya tinggal di Beograd.
11985929	ind	Kamu membeli mantel yang mahal.
11986058	ind	Waktu habis.
11986098	ind	Mereka menemukan bangkai jerapah.
11986101	ind	Awalnya Layla mengira mayat itu bangkai rusa.
11990062	ind	Aku punya apel hijau.
11990110	ind	Dia menggigitku.
11992428	ind	Menarilah!
11994013	ind	Itu kelapa.
11994015	ind	Daniel sedang membuat jus kelapa.
11994016	ind	Hei! Dengarkan!
11994032	ind	Mereka membuatku takut.
11994033	ind	Bahasa Aram masih digunakan di Kurdistan.
11994034	ind	Itu tidak bisa dimakan.
11994035	ind	Dia berasal dari Skotlandia.
11994036	ind	Bawa dia ke dokter, dia sedang sakit.
11994037	ind	Saya tinggal di Philadelphia.
11994038	ind	Tidak! adalah salah satu kata favorit saya.
11994040	ind	Cucu saya datang menemui saya kemarin sore.
11994041	ind	Kamu tidak punya sepeda.
11994042	ind	Jangan terlalu banyak bicara.
11994043	ind	Kemarin ada kecelakaan di jalan raya.
11994044	ind	Kamu seharusnya menunggu Tom.
11994045	ind	Apa kau keberatan kalau aku menciummu?
11994058	ind	Ziri menghilang pada tahun 2004.
11994060	ind	Lupakan dia.
11995035	ind	Tekan Alt+F4.
11995041	ind	Itu susu.
11995147	ind	Tom membeli roti.
11995486	ind	Apakah manusia itu lkan?
11995487	ind	Matanya berbinar-binar.
11995488	ind	Matahari telah muncul.
11995489	ind	Dia sedang menggambar.
11995490	ind	Anak laki-laki itu sedang melukis.
11995491	ind	Anak laki-laki itu sedang menggambar.
11995492	ind	Dia mandi.
11995493	ind	Aku mencintai Mary.
11995494	ind	Tom dan Mary pergi ke luar.
11995495	ind	Tom bilang dia tidak tahu kalau Mary tidak bisa berenang.
11995499	ind	Dia terengah-engah.
11995750	ind	Saya menjual buah-buahan.
12002220	ind	Hanya ada tiga orang di ruang tersebut
12002252	ind	Hal itu juga sedang berubah．
12005490	ind	Saya bepergian dengan keluarga saya setiap tahun.
12005491	ind	Saya tidak tahu banyak tentang mobil.
12005514	ind	Saya akan mengajar di Ukraina.
12005516	ind	Ini bukan milikku.
12006894	ind	Saya belum pernah ke sana.
12006895	ind	Aku belum pernah ke sana.
12006896	ind	Kakak saya punya banyak teman dari Jerman.
12006897	ind	Aku lebih tua daripada Tom.
12006898	ind	Saya rasa kita tidak usah melakukan ini.
12006899	ind	Suara itu tidak terdengar.
12006901	ind	Aku membuat boneka untuk Ann.
12006902	ind	Aku bukan boneka.
12006909	ind	Dia sering menangis saat dia mabuk.
12006921	ind	Tom ada di dalam tenda itu.
12006923	ind	Kakak saya, Lou, sedang berada di Budapest.
12007043	ind	Aku bukan untukmu.
12007047	ind	Jangan makan durian terlalu banyak.
12007064	ind	Bahasa Jepang tidak diajarkan di SMA, jadi saya belajar sendiri.
12007390	ind	Anda menulis, saya membaca.
12007391	ind	Kamu menulis, aku membaca.
12007544	ind	Waktunya tidur!
12008995	ind	Tom dibesarkan oleh pamannya.
12010856	ind	Permen ini rasanya manis.
12010862	ind	Anjing mengejar kucing, kucing mengejar tikus.
12010879	ind	Anda dapat masuk dari ponsel atau komputer Anda.
12010930	ind	Kejelasan lebih penting daripada kesederhanaan.
12011588	ind	Ini lebih aman.
12011592	ind	Tolong jangan pergi ke sana, tempat itu berbahaya.
12011607	ind	Saya berjanji tidak akan berbohong.
12012774	ind	Saya tidak bisa membaca pikiran Anda.
12016299	ind	Tom tidak melihat sesuatu yang mencurigakan.
12016301	ind	Kami akan menemukan mobil Anda.
12016305	ind	Tidak ada yang merasa puas.
12016307	ind	Tasnya tidak ditutup.
12016308	ind	Bulan depan, adik laki-laki saya akan berusia 20 tahun.
12016312	ind	Saya bekerja dari jam sembilan sampai jam enam.
12016314	ind	Paman saya tidak punya lengan.
12016315	ind	Saya lebih suka Pepsi daripada Coca-Cola.
12016316	ind	Itu spidol, bukan pena.
12020833	ind	Itu terbuat dari baja.
12020842	ind	Beri kami kacang polong.
12020845	ind	Mereka memesannya.
12027479	ind	Dia akan menemukan kita.
12027480	ind	Saya tinggal bersama kakak saya.
12027481	ind	Mereka sarapan di dapur.
12027482	ind	Air mendidih pada suhu 212°F.
12027483	ind	Hari ini hari terakhir kerja.
12027484	ind	Sekarang sudah pukul setengah sebelas.
12027485	ind	Sekarang sudah jam setengah sebelas.
12027486	ind	Ibu Harris sangat mengkhawatirkan masa depan putranya.
12027493	ind	Yuri menekan tombol itu dan menahan napasnya.
12027532	ind	Ada banyak ikan di dalam laut.
12027612	ind	Ziri menghabiskan sebagian besar waktunya di Tigzirt.
12027618	ind	Ziri menghilang.
12027620	ind	Apakah Anda melihat sesuatu yang mencurigakan?
12027621	ind	Serangga ini sangat kecil.
12027625	ind	Pintu kamar mandi terkunci.
12027626	ind	Sudah dua puluh tahun lebih.
12027630	ind	Apakah Anda tahu di mana mereka tinggal?
12027643	ind	Mary mencium pipiku.
12027646	ind	Waktu saya terbatas.
12027650	ind	Saya tidak tahu kalau dia berasal dari Slowakia.
12027651	ind	Saya lebih suka topi ini daripada topi itu.
12027661	ind	Saya harus menyelesaikannya hari ini.
12027663	ind	Jangan pergi ke dekat ruangan itu.
12027682	ind	Apa saja bahan-bahannya?
12028013	ind	Apakah kamu tahu tempat-tempat ini?
12028017	ind	Setiap hari Kamis, kami minum bir.
12028057	ind	Musim semi adalah musim cinta.
12028087	ind	Kereta ini tidak berhenti di sini.
12028114	ind	Kotak itu di atas meja.
12028116	ind	Kotak itu ada di atas meja.
12028122	ind	Samudra sangatlah besar dan biru.
12028145	ind	Kamu pikir aku umur berapa?
12028709	ind	Ini adalah takdir kami.
12028716	ind	Aku makan karena aku lapar.
12028769	ind	Tolong pakai masker.
12028771	ind	Aku suka cara bicaranya.
12028772	ind	Aku tidak akan memaafkannya.
12028773	ind	Kamu tahu bahwa kamu bisa bicara kepadaku.
12028799	ind	Mereka belum pernah ke Israel.
12028810	ind	Jangan minum kopi sebelum tidur.
12028847	ind	Minumannya manis.
12028868	ind	Saya mahasiswa Biologi.
12028877	ind	Film ini hanya untuk orang dewasa.
12028879	ind	Pintu-pintunya sudah kamu kunci?
12028880	ind	Apakah kamu sudah mengunci pintu-pintunya?
12028883	ind	Jika kamu senang, aku ikut senang.
12028888	ind	Toko buku itu bukan perpustakaan.
12028894	ind	Tapi aku mengerti yang dia katakan.
12028908	ind	Dia memanggil kami.
12028928	ind	Dia mempertaruhkan nyawanya untuk menyelamatkan seorang anak yang tenggelam.
12028942	ind	Jangan biarkan anjingnya masuk!
12028960	ind	Orang-orang sedang berbicara.
12028964	ind	Aku yakin dia akan tiba tepat waktu.
12028969	ind	Siapa yang sedang minum bir?
12028975	ind	Apakah kamu suka kota ini?
12028997	ind	Aku rasa kamu harus pergi.
12029033	ind	Tidak! adalah salah satu kata favoritku.
12029034	ind	Ibuku seorang pengacara.
12029035	ind	Itu kapalku.
12029036	ind	Tas saya dicuri.
12029461	ind	Jangan lupakan payungmu.
12029556	ind	Saya tidak bisa mendengar.
12030378	ind	Satu menit terdiri dari enam puluh detik.
12030379	ind	Apakah Anda suka makanan Italia?
12030380	ind	Apakah kamu suka makanan Italia?
12030381	ind	Aku belum pernah bermain kriket.
12030396	ind	Bunga-bunga itu berwarna kuning.
12030408	ind	Aku alergi gandum.
12030412	ind	Ada tiga puluh orang anak di dalam kelas.
12030625	ind	Aku harap kamu bangga terhadapku.
12031448	ind	Tom punya banyak obeng.
12031458	ind	Ibu saya berasal dari Irlandia.
12031469	ind	Dia menemukannya di sana.
12031477	ind	Saya seorang pekerja.
12031481	ind	Terdapat perbedaan antara bakteri dan virus.
12031484	ind	Tom membeli dudukan kloset.
12031513	ind	Saya tidak suka toko itu.
12033039	ind	Aku bukan temannya.
12033199	ind	Pohon itu tumbang.
12033223	ind	Dua pustakawan mencari dua buku.
12033243	ind	Mereka membawa piring-piringnya dan meletakkannya di atas meja.
12033247	ind	Aku dimarahi Ibu.
12033248	ind	Apakah kamu suka cokelat?
12033252	ind	Tom ragu melakukan itu, tetapi Mary tidak.
12033258	ind	Menjaga lansia adalah pekerjaan yang sangat sulit.
12033259	ind	Rumah di pojok itu adalah rumah kita.
12033270	ind	Catur adalah kegemaranku.
12033280	ind	Air mata adalah darahnya jiwa.
12033287	ind	Siapa yang akan lebih menderita, aku atau kamu?
12033291	ind	Orang-orang itu berbahaya.
12033292	ind	Orang-orang ini berbahaya.
12034097	ind	Dia menginginkan air.
12034100	ind	Tom bisa berbahasa Prancis.
12034104	ind	Semua pintu tertutup.
12034105	ind	Semua pintu telah ditutup.
12034108	ind	Itulah yang membuatku cemas.
12034110	ind	Kuda nil adalah binatang mamalia dari Afrika.
12034113	ind	Mereka tinggal di Baghdad.
12034115	ind	Kalian harus menyelesaikan ini sebelum pukul 2.30.
12034117	ind	Besok kamu akan makan di mana?
12034121	ind	Aku tidak bisa pergi sendiri.
12034122	ind	Aku menyiapkan makanan.
12034123	ind	Aku tidak tahu bahwa dia bisa berbahasa Turki.
12034126	ind	Kalimat terdiri dari kata-kata.
12034131	ind	Aku cukup yakin bahwa Tom berbohong.
12034135	ind	Mengapa aku harus berbohong?
12034139	ind	Mengapa dia mengatakan itu kepadaku?
12036582	ind	Aku sudah tidak ingat senyuman Mary lagi.
12036583	ind	Aku terlalu muda.
12036585	ind	Tom tidak tahu mau memesan apa.
12038185	ind	Para peneliti membaca banyak buku.
12038187	ind	Dia terlihat seperti seorang mahasiswi.
12038189	ind	Teorinya sulit dimengerti.
12041801	ind	Dia suka kimia.
12041802	ind	Saya hanya makan daging yang halal.
12041803	ind	Itu terlihat enak!
12041804	ind	Bahasa Prancis itu menarik.
12041806	ind	Nenekku bisa mengendarai motor.
12041807	ind	Itu menara.
12041811	ind	Aku pergi ke bioskop dengan kakakku.
12041817	ind	Aku pergi ke bioskop dengan adikku.
12041825	ind	Jack mengoleksi prangko.
12041827	ind	Aku tidak mau ini.
12042729	ind	Tidak ada yang bisa melihatnya.
12043352	ind	Saya sangat suka kereta api Jepang.
12043372	ind	Saya suka Nepal.
12045183	ind	Dia tidak mencukur bulu kakinya.
12045345	ind	Kita dari Thailand.
12045580	ind	Jawabannya benar.
12045744	ind	Ia menyanyikan lagu kebangsaan.
12045748	ind	Dia itu pacarku.
12045753	ind	Ia pindah ke Paris pada tahun 1966.
12046034	ind	Aku sedang membaca buku-bukunya.
12046048	ind	Anak-anak itu tidak ingin bermain dengan Tom.
12046057	ind	Kapan pekerjaanmu selesai?
12046059	ind	Dia menjadi sakit karena makan terlalu banyak.
12046066	ind	Saudaranya adalah seorang pemain sepak bola terkenal.
12046068	ind	Kakaknya adalah seorang pemain sepak bola terkenal.
12046074	ind	Aku punya dua mobil.
12046079	ind	Itu bukan pisau. INI baru pisau.
12046082	ind	Tehnya panas.
12046093	ind	Sebentar lagi jam enam.
12046097	ind	Pada hari kelima, bebek itu masih hidup.
12046100	ind	Aku rasa aku hamil.
12046105	ind	Tolong baca halaman sembilan puluh empat.
12046108	ind	Ini pisau.
12046109	ind	Yang manakah yang benar?
12046113	ind	Ini semua milik Tom.
12047452	ind	Mau puding?
12047457	ind	Sudah lama saya tidak berbicara dengan Tom.
12047485	ind	Ini uang Kanada, lo.
12047486	ind	Ini uang Kanada.
12047536	ind	Pekerjaan dia sekarang sudah selesai.
12047537	ind	Pekerjaannya sudah selesai sekarang.
12047538	ind	Pekerjaan dia sudah selesai sekarang.
12047541	ind	Kami membutuhkan makanan lebih banyak.
12047542	ind	Kita membutuhkan makanan lebih banyak.
12047543	ind	Kami membutuhkan lebih banyak makanan.
12047544	ind	Kita membutuhkan lebih banyak makanan.
12047545	ind	Kamu bisa pergi kemana pun kamu mau.
12047546	ind	Anda bisa pergi kemana pun yang Anda mau.
12047547	ind	Mary sedang mabuk parah.
12047548	ind	Saya belajar bahasa Hungaria.
12047549	ind	Saya sedang belajar bahasa Hungaria.
12047563	ind	Saya punya pisau lipat.
12047564	ind	Seseorang mendorong saya dari belakang.
12049666	ind	Beliau meninggal pada usia 71 tahun.
12049681	ind	Tom bersiul.
12050629	ind	Sepertinya Xbox 360 saya rusak.
12051990	ind	Tom menipu kita.
12054869	ind	Dia harus berhenti merokok.
12054871	ind	He, mau ke mana kau?
12054874	ind	Tom juga sudah berhenti merokok.
12054882	ind	Kamu juga?
12054899	ind	Ibumu pasti sangat bangga.
12054907	ind	Tom dan Mary juga diundang.
12055085	ind	Tom dan Mary tidak mengeluh.
12055110	ind	Tom masih merokok.
12055341	ind	Ziri tidak boleh makan cokelat.
12055371	ind	Kita harus memberi tahu dia.
12055377	ind	Athena adalah putri dari Zeus.
12055410	ind	Kelelawar itu bukan tikus.
12055416	ind	Saya sedang mencari pensil saya.
12055418	ind	Tinggi badannya 165 cm.
12055422	ind	Dia tidak akan mati.
12055426	ind	Kuharap dia ada di rumah.
12056129	ind	Sungai Nil adalah sungai terpanjang di dunia.
12056141	ind	Gampang banget.
12057071	ind	Tom juga bisa bahasa Prancis.
12057110	ind	Gak usah panik.
12057153	ind	Aku belum pernah ke Paris.
12057159	ind	Uang itu penting.
12057166	ind	Saya tidak bisa mengangkat lengan kanan saya.
12057198	ind	Tom, ada telepon.
12057212	ind	Bahasa Inggris itu sulit dipelajari.
12057222	ind	Ini toko buku kesukaanku.
12057235	ind	Kita tidak bisa melihatnya dari sini.
12057244	ind	Ia lahir pada tanggal 28 Juli 1888.
12059123	ind	Restoran ini sudah berada di sini sejak dulu.
12059124	ind	Sami mengirim sebuah foto.
12059125	ind	Dia bicara lumayan cepat.
12059126	ind	Dia bicara relatif cepat.
12059127	ind	Dia menyisir rambutnya.
12059128	ind	Di mana Anda saat hal itu terjadi?
12059129	ind	Jørgen belajar bahasa Yunani.
12059130	ind	Aku butuh nomormu.
12059131	ind	Tom takut apa?
12059132	ind	Apa yang Tom takutkan?
12059133	ind	Ini rumah yang bagus.
12059134	ind	Dilarang parkir!
12059135	ind	Ada banyak hotel di daerah ini.
12059136	ind	Aku seekor ikan.
12059138	ind	Kucing kecil itu ingin tidur.
12059139	ind	Taplak meja ada di dalam lemari.
12059140	ind	Dia seorang wirausahawan.
12059141	ind	Aku bodoh.
12059142	ind	Aku yakin dia akan berhasil.
12059143	ind	Aku mencoba menyelamatkanmu.
12059146	ind	Puji Tuhan.
12059148	ind	Siapa yang memilihmu?
12059469	ind	Dengarkan kami!
12060290	ind	Saat ini, kita masih belum tahu apa yang menyebabkan ALS.
12060306	ind	Jangan berbohong padaku.
12060313	ind	Sifilis menyebabkan kerusakan otak.
12060314	ind	Apa yang akan terjadi kalau Laut Tengah mengering?
12060317	ind	Aku melihatmu tersenyum.
12060319	ind	Mary mencium pipi suaminya.
12060320	ind	Aku tidak bisa membaca tulisan tangan Tom.
12061385	ind	Saya melihat seekor rusa.
12061478	ind	Tom juga perlu jaket.
12061733	ind	Tom masih hidup.
12062292	ind	Rok ini murah.
12063054	ind	Mahal banget!
12063135	ind	Tom terlihat mencurigakan.
12063221	ind	Tom gemuk.
12063724	ind	Ini istri saya.
12063800	ind	Pastikan Tom baik-baik saja.
12065397	ind	Tom tahu dia tidak bisa menang.
12065399	ind	Apakah ibumu bekerja?
12065400	ind	Tom dan Mary menyelamatkan John.
12065401	ind	Tidak ada yang tahu apa yang terjadi.
12065402	ind	Lebarnya sekitar tiga inci.
12065951	ind	Tom tidak terlalu suka semangka.
12066532	ind	Tom sedang mengendarai sepeda.
12066533	ind	Tom sedang bersepeda.
12066602	ind	Apa yang ingin Anda ketahui tentang Boston?
12066631	ind	Tom sekarang tinggal di Boston, Massachusetts.
12066638	ind	"Massachusetts atau Lincolnshire? ""Ontario."""
12066645	ind	Tom jauh lebih tampan daripada John.
12066647	ind	Tom tiba-tiba menghilang.
12068012	ind	Tom tahu kalau dia tidak bisa menang.
12068479	ind	Perang Jepang-Rusia berakhir pada tahun 1905.
12068481	ind	Aku sangat berbeda.
12068485	ind	Teman-temanmu terlambat.
12068501	ind	Aku berlari setiap hari.
12068509	ind	Apakah senjata kalian siap?
12068511	ind	Kamu harus memanfaatkan kesempatan ini.
12068513	ind	Kalian menulis tentang hal yang kalian khawatirkan.
12068522	ind	Kemarin malam terjadi kebakaran.
12068532	ind	Bisakah kami mewawancarai Tom?
12068883	ind	Seseorang mencuri uangnya.
12068884	ind	Ada yang mencuri uangnya.
12068960	ind	Dia belum siap.
12068969	ind	Tom dan Mary masih hidup.
12068995	ind	Jendela itu masih belum dikunci.
12068996	ind	Ford Motor Company didirikan pada tahun 1903.
12069020	ind	Victoria meninggal pada tahun 1901.
12069022	ind	Perjanjian tersebut ditandatangani pada tanggal 18 November 1903.
12069023	ind	Pada tahun 1902, dia ditangkap dan diasingkan ke Siberia.
12069620	ind	Kami memborgol mereka.
12069623	ind	Tom seharusnya diborgol.
12069634	ind	Apakah Tom merasa puas?
12069644	ind	Itu pasta.
12069649	ind	Semua apel yang jatuh dimakan babi.
12069650	ind	Jim harus segera dibawa ke rumah sakit.
12069653	ind	Saya tidak bisa menjawab semua pertanyaan Anda.
12069654	ind	Kita sudah bukan anak-anak lagi.
12069657	ind	Garis lurus harus digambar dengan penggaris.
12069659	ind	Sami tidak bisa bahasa Arab.
12070617	ind	Ini hadiah dari Tom.
12074614	ind	Warnanya ungu.
12076748	ind	Aku melihat seekor rusa.
12076788	ind	Sembunyi di balik sofa.
12076859	ind	Aku ingin pergi ke Brazil.
12076864	ind	Tidak ada hal buruk yang pernah terjadi padaku.
12076865	ind	Perempuan itulah yang menolongku.
12076868	ind	Apa yang dilakukan anak itu di kamarmu?
12076869	ind	Apa yang dia lakukan di kamarmu?
12076871	ind	Apa yang Tom lakukan di kamarmu?
12076874	ind	Akhir-akhir ini sering hujan, ya.
12076877	ind	Ini gunung berapi aktif.
12076882	ind	Sebenarnya, aku juga berpikir begitu.
12076883	ind	Kami sudah melihatnya.
12076885	ind	Dia pergi bersama saudaranya.
12076886	ind	Perhatikan baik-baik.
12076887	ind	Aku mendengar seorang anak menangis.
12076892	ind	Terima kasih atas kontribusi Anda.
12076894	ind	Ini kesalahan siapa?
12076895	ind	Keputusan itu final.
12076897	ind	Pembeli adalah raja.
12076913	ind	Apakah mereka melihatnya?
12076915	ind	Tom akan menjawab pertanyaan itu.
12077690	ind	Saya saja tidak bisa masuk.
12078849	ind	Jangan kebanyakan mikir.
12078852	ind	Apakah kita benar-benar membutuhkannya?
12078853	ind	Kenapa di sini ada banyak sekali lalat?
12078854	ind	Aku rindu kucingku.
12078855	ind	Banyak orang Amerika suka mobil yang cepat.
12078859	ind	Aku terbang.
12078864	ind	Kami tidak minum susu.
12078871	ind	Kami melakukan ini setiap hari Senin.
12078873	ind	Seberapa sering kamu minum?
12078874	ind	Kastil itu dihuni oleh hantu.
12078875	ind	Saya membawa trompet saya.
12078876	ind	Saya dengar Tom ada di sini.
12078879	ind	"Lagu Nepali ""Resham Firiri"" adalah lagu yang sangat populer."
12078882	ind	Gambar itu sangat cantik.
12078884	ind	Saudaraku seorang insinyur.
12078890	ind	Jawaban kalian benar.
12078891	ind	Jawaban Anda benar.
12078892	ind	Apakah pelanggan selalu benar?
12078893	ind	Wanita itu memeluk bayi tersebut.
12078894	ind	Wanita itu memeluk bayi.
12080855	ind	Apakah istrimu pengemudi yang baik?
12081629	ind	Kamu harus tetap berpikir positif.
12081630	ind	Kamu harus tetap positif.
12081631	ind	Tidak ada yang datang ke pemakaman Tom.
12081632	ind	Sini, miknya.
12081633	ind	Berikan miknya padaku.
12081634	ind	Air masuk ke dalam rumah.
12081635	ind	Dia tidak setinggi kakak laki-lakinya.
12081845	ind	Ayah Sami berasal dari Mesir.
12085200	ind	Ion positif disebut kation.
12085220	ind	Ion yang bermuatan negatif disebut anion.
12085605	ind	Dia orang Palestina.
12085611	ind	Saya menerima surat dari teman saya.
12085620	ind	Dia ada di luar negeri.
12085622	ind	Rasanya pedas.
12085628	ind	Tom tidak suka makanan pedas.
12085634	ind	Mungkin saya bisa membantu.
12085636	ind	Merokok bisa menyebabkan kanker payudara.
12085738	ind	Ini bendera Kanada.
12087189	ind	Rumah itu penuh dengan anak-anak.
12087202	ind	Kami sudah tidak melihatnya selama sepuluh tahun.
12087206	ind	Ibuku sudah berada di depan teve sepanjang hari.
12087207	ind	Mereka sudah tinggal di sini selama sepuluh tahun.
12087211	ind	Kami sudah menunggumu selama setengah jam.
12087213	ind	Aku sudah menunggu kalian selama dua jam.
12087216	ind	Aku harus menjadi lebih kuat.
12087224	ind	Ibu sedang memasak di dapur.
12087277	ind	Tom sedang merokok.
12087280	ind	Tom benar.
12087284	ind	Letakkan di lantai.
12087296	ind	Flavio sampai di rumah temannya.
12087309	ind	Sekarang jam lima.
12087327	ind	Mereka mengecat kuku kaki mereka.
12087329	ind	Tidak ada cat.
12087335	ind	Lukisan ini palsu.
12087357	ind	Mennad memesan piza.
12087363	ind	Selamat hari Paskah!
12087395	ind	Tom menggunakan Google Chrome.
12087397	ind	Dia bilang dia salah.
12087400	ind	Dia hampir mati tenggelam.
12087414	ind	Ruangannya cukup luas.
12087424	ind	Jim harus segera dirawat di rumah sakit.
12087461	ind	Harganya 50 yen.
12088553	ind	Will dan Richard biasanya bekerja pada malam hari.
12088554	ind	Tom akan menjadi interpreter kita.
12088555	ind	Tom akan menjadi penerjemah kita.
12088672	ind	Tom butuh sepatu baru.
12088682	ind	Mereka bukan orang Brasil.
12088683	ind	Aku menganggap Tatoeba sebagai sekolah bahasa.
12088685	ind	Bahasa Galisia hampir sama dengan bahasa Portugis.
12088689	ind	Aku mulai mengoleksi prangko sejak umur tujuh tahun.
12088730	ind	Tom masih muda.
12090675	ind	Tak seorang pun boleh ditangkap, ditahan atau dibuang dengan sewenang-wenang.
12090682	ind	Tom dan Mary menjual rumah mereka.
12090684	ind	Tom dan Mary sekarang tinggal di Boston.
12090689	ind	Tom belum bisa menghubungi Mary lewat telepon.
12090690	ind	Bukan Tom yang melukis gambar itu.
12090693	ind	Minggu depan aku ada ujian.
12090704	ind	Suara Miroslav hampir tidak terdengar.
12090708	ind	Dia masih merindukannya.
12090926	ind	Ilan Pappe lahir di Israel.
12093317	ind	Bunuh aku.
12093426	ind	Leigh akan pergi ke pusat perbelanjaan bersama Laurie.
12093447	ind	Tidak perlu menunggu lagi.
12093458	ind	Bunga mawar pink sangatlah cantik.
12093465	ind	Vladimir meraih tangan Anna dan menariknya ke dalam gedung.
12093470	ind	Saya lebih pilih minum beer.
12093477	ind	Kapan terakhir kali kamu pergi ke sekolah dengan sepeda?
12093479	ind	Apakah menurutmu melakukan hal tersebut dapat benar-benar membantu?
12093480	ind	Aku makan donat.
12093482	ind	Tom tidak tahu kalau kamu punya mobil.
12093483	ind	Ini tidak akan memakan waktu yang lama.
12093489	ind	Pria-pria tersebut berbicara bahasa asing.
12093491	ind	Apakah Tom Jackson bekerja untuk mu?
12093492	ind	Ini merupakan kertas.
12093497	ind	Dia sudah mulai masuk sekolah tahun ini.
12093502	ind	Dia tidak pernah pergi ke sekolah.
12093504	ind	Apakah ini mengingatkanmu pada seseorang?
12093509	ind	William beristirahat sebentar.
12093510	ind	Saya tahu Tom akan mengatakan seperti itu.
12093515	ind	Saya mendengar semuanya.
12093523	ind	Saya mendengar Tom berteriak semalam.
12093528	ind	Dia tidak mau mengenal mereka.
12093531	ind	Dia tidak mau mengenal kami.
12093534	ind	Saya tidak mau mengenalmu.
12093538	ind	Dia tidak ingin mengetahui tentangnya.
12093542	ind	Kamu serius membelikan ini untukku?
12093543	ind	Tom kehilangan boneka beruangnya.
12093544	ind	Saya tidak tahu siapapun.
12093545	ind	Kita telah membodohi diri sendiri.
12093546	ind	Tom hanya salah paham.
12093547	ind	Tidak ada satupun yang memintaku untuk tinggal.
12093548	ind	Tom mungkin sudah mulai.
12093549	ind	Seluruh barang ini harus dibuang jauh-jauh.
12093550	ind	Bukakan pintu mobil untukku.
12093551	ind	Tidak ada yang mendengar apapun.
12093552	ind	Apakah rencana Tom untuk Mary?
12093553	ind	Aksi!
12093556	ind	Tom telah memulai merenovasi rumahnya.
12093557	ind	John lulus ujian tersebut.
12093558	ind	Saat ini, Tom tidak bisa pergi.
12093559	ind	Saya rasa saya butuh bantuan.
12093560	ind	Saya baru saja berubah pikiran.
12093561	ind	Masalah kita apa?
12093562	ind	Orang percaya apa yang mereka ingin percaya.
12093564	ind	Kamu dan saya tidak memiliki banyak kesamaan.
12093565	ind	Berpelukan!
12093566	ind	Saya berencana untuk menghabiskan waktu liburan akhir tahun di Australia.
12093705	ind	Ini kertas.
12093737	ind	Siapa yang memberitahukanmu itu?
12093741	ind	Apakah kamu menyukaiku?
12093742	ind	Apakah kamu suka aku?
12093743	ind	Apakah kamu mencintaiku?
12093748	ind	Yanni berhenti.
12093750	ind	Sami mendapat makanan gratis.
12093833	ind	Lebih nyaman di luar.
12094925	ind	Aku bertemu Tom pada musim panas tahun lalu.
12094926	ind	Saya tidak semuda itu, lo.
12094927	ind	Saya tidak semuda itu.
12094936	ind	Aku pergi tidur sekitar jam sepuluh malam.
12094937	ind	Aku tidur sekitar jam sepuluh malam.
12094939	ind	Ikan itu rasanya seperti salmon.
12094943	ind	Kakekku dulu seorang itamae.
12094944	ind	Kakekku dulu seorang koki.
12094947	ind	Kita akan menyeberangi jembatan ini?
12094949	ind	Aku tidak mau memikirkan itu lagi.
12094950	ind	Itu benar-benar tidak berhenti.
12094955	ind	Tahun ini, musim hujan mulainya cepat, ya.
12094957	ind	Dia bermain sepak bola.
12094959	ind	Remnya tidak berfungsi.
12094960	ind	Remnya blong.
12094963	ind	Tom tidak pergi ke sana.
12094971	ind	Dia berasal dari mana?
12094972	ind	Dia tidak bisa melihat dirinya sebagai ibu rumah tangga.
12094973	ind	Layla memegang sebuah pisau.
12094977	ind	Tom mengangguk diam-diam.
12094980	ind	Apakah kamu sudah membaca e-mail ku?
12094982	ind	Tolong belikan aku roti sekalian, ya!
12094985	ind	Yanni dan Skura sama-sama munafik.
12094993	ind	Semua orang membantu Tom.
12094994	ind	Semua orang menolong Tom.
12094996	ind	Aku lahir di bulan Oktober.
12095001	ind	Tom pergi menemui perempuan bernama Mary.
12096662	ind	Kenapa enggak dia aja yang pergi ke sana?
12096663	ind	Jangan-jangan, uangnya jatuh di jalan.
12096664	ind	Rumah ini dibangun pada tahun 1870.
12096665	ind	Tokonya buka.
12096666	ind	Aku bisa tidur di mana pun.
